temperature,humidity,wind_speed,pressure,visibility,dew_point,cloud_cover,region,season,weather_condition
31.0,55,39.28,1021.8,2.2,29.4,40,East,Autumn,Stormy
30.2,74,2.52,1019.6,1.7,27.3,40,West,Monsoon,Stormy
42.3,57,36.12,1019.3,6.3,40.2,48,West,Monsoon,Sunny
22.5,58,32.56,1015.0,2.7,17.1,98,North,Winter,Cloudy
26.8,46,12.57,996.2,5.5,22.2,3,West,Monsoon,Stormy
27.0,97,38.94,1014.4,4.3,23.7,97,North,Summer,Rainy
37.6,73,11.52,1013.6,8.2,29.7,64,North,Autumn,Stormy
24.2,90,35.57,1020.7,3.9,23.3,9,South,Summer,Stormy
27.2,97,35.23,1008.8,5.1,17.5,93,North,Summer,Rainy
29.9,54,30.31,1013.4,7.5,28.7,95,South,Autumn,Cloudy
26.5,96,22.54,1013.7,4.9,18.8,66,East,Summer,Stormy
21.4,31,4.8,1005.9,8.1,17.7,9,West,Summer,Stormy
26.6,78,21.28,1001.5,7.0,17.9,72,West,Autumn,Stormy
33.6,99,14.27,1016.8,4.7,32.9,16,West,Autumn,Stormy
16.8,55,31.69,1023.1,5.5,13.1,66,North,Winter,Stormy
26.1,56,30.33,1006.8,9.7,22.7,90,South,Winter,Cloudy
19.4,47,36.42,1010.8,7.0,9.5,52,South,Summer,Stormy
34.6,83,0.59,1021.3,9.1,24.7,34,South,Winter,Stormy
12.8,30,32.36,1022.3,2.6,10.9,3,North,Monsoon,Stormy
20.5,90,37.54,1015.3,5.3,14.2,67,West,Monsoon,Stormy
28.0,32,31.57,1017.1,9.2,22.6,95,West,Summer,Cloudy
37.5,97,5.21,1018.3,3.9,36.0,10,South,Winter,Stormy
24.5,70,3.25,1020.1,9.7,22.8,43,North,Summer,Stormy
20.6,66,0.83,1002.3,1.9,10.7,59,West,Winter,Stormy
40.0,80,25.15,1032.2,9.1,35.5,69,North,Autumn,Stormy
13.4,44,25.19,1015.7,5.0,12.1,61,East,Autumn,Stormy
7.4,37,39.48,1020.3,1.7,5.3,98,East,Autumn,Cloudy
28.5,67,15.92,1005.4,8.9,25.8,31,North,Autumn,Stormy
21.0,85,13.28,1011.1,3.3,15.9,45,East,Summer,Stormy
16.8,76,24.98,1016.8,1.2,13.4,22,West,Summer,Stormy
30.7,39,33.02,995.0,2.2,26.1,36,South,Summer,Stormy
27.0,78,37.47,1004.0,6.9,25.3,89,North,Monsoon,Stormy
20.5,70,32.12,1005.7,9.8,17.2,97,East,Autumn,Stormy
14.8,59,17.07,1000.2,2.0,14.1,74,South,Autumn,Stormy
32.0,34,25.4,1014.1,5.2,23.1,57,West,Autumn,Stormy
30.2,60,34.25,1012.3,2.6,28.2,84,West,Winter,Stormy
24.2,81,19.62,1027.2,7.7,16.6,42,North,Winter,Stormy
39.8,52,8.67,1001.8,2.1,36.3,87,South,Monsoon,Cloudy
16.4,77,6.79,1015.3,3.2,11.7,14,West,Monsoon,Stormy
12.8,69,0.01,1004.2,2.8,9.9,66,North,Winter,Stormy
19.5,35,28.73,995.8,6.0,12.5,1,East,Winter,Stormy
24.6,67,4.44,1018.9,8.9,16.2,70,South,Summer,Stormy
26.9,70,9.75,1019.7,5.6,24.0,4,West,Summer,Stormy
23.1,56,11.92,1018.5,1.5,20.7,52,East,Winter,Stormy
27.8,98,22.42,999.8,6.1,21.0,44,South,Autumn,Stormy
15.0,86,15.92,1013.8,8.2,13.0,92,South,Winter,Rainy
36.6,46,26.99,1019.0,2.2,30.2,40,South,Summer,Sunny
24.3,76,2.23,1022.5,1.7,23.4,62,West,Monsoon,Stormy
33.9,42,4.96,1019.3,2.7,27.7,95,South,Winter,Cloudy
27.7,40,19.97,1022.7,7.7,22.6,93,East,Winter,Cloudy
28.7,53,13.48,1023.7,6.3,27.6,71,West,Autumn,Stormy
29.6,33,11.83,1014.0,5.9,23.1,31,South,Monsoon,Stormy
28.6,75,2.68,1018.0,3.2,24.1,1,East,Autumn,Stormy
30.1,47,35.83,1023.0,4.0,27.9,9,West,Monsoon,Stormy
35.6,72,27.67,1016.9,9.7,32.1,42,South,Autumn,Stormy
26.6,62,4.86,1025.0,3.2,21.7,42,North,Monsoon,Stormy
30.7,39,2.6,1021.7,9.1,29.8,66,North,Winter,Stormy
24.3,88,38.99,1006.7,6.2,14.7,22,South,Winter,Stormy
36.5,60,27.25,999.9,2.1,29.8,97,North,Winter,Stormy
19.6,57,16.7,1013.2,5.2,18.6,81,West,Summer,Cloudy
39.4,89,28.07,1001.2,9.5,31.2,96,South,Monsoon,Rainy
24.7,32,30.25,1013.8,4.8,21.5,96,East,Monsoon,Cloudy
13.6,84,31.2,1012.9,8.8,7.6,59,North,Autumn,Stormy
26.0,43,19.12,1026.0,3.3,23.2,80,South,Summer,Stormy
19.6,87,17.2,1018.1,6.1,12.3,5,West,Autumn,Stormy
31.7,44,0.44,1022.8,8.6,24.5,12,South,Summer,Stormy
19.8,31,37.06,1008.1,9.3,14.3,20,East,Autumn,Stormy
21.4,53,24.13,1028.3,5.4,19.0,94,East,Summer,Cloudy
9.9,93,8.13,1021.9,6.8,7.4,57,South,Autumn,Stormy
21.4,53,36.78,1017.3,1.0,17.6,84,South,Autumn,Cloudy
5.6,56,36.6,994.9,3.3,4.1,96,South,Summer,Cloudy
12.3,66,39.57,1024.8,3.5,8.9,27,South,Monsoon,Stormy
31.1,68,34.96,1030.7,1.8,24.3,69,West,Autumn,Stormy
31.3,92,39.91,1013.1,3.5,23.0,7,South,Summer,Stormy
28.4,55,9.79,1013.3,3.9,25.1,76,West,Summer,Stormy
17.3,94,33.69,1007.8,9.7,15.0,97,South,Monsoon,Rainy
24.6,33,32.92,996.7,7.0,16.3,57,West,Monsoon,Stormy
25.0,58,9.24,1007.4,4.8,16.1,39,East,Monsoon,Stormy
15.7,30,3.94,1029.6,9.9,11.6,85,North,Monsoon,Cloudy
37.0,79,39.18,1023.8,2.4,36.7,0,South,Autumn,Stormy
32.0,40,11.84,1005.3,5.3,25.1,76,South,Autumn,Stormy
23.2,88,34.84,1007.2,6.8,15.4,64,East,Winter,Stormy
25.2,91,0.17,1034.4,1.5,25.0,9,North,Autumn,Stormy
26.7,65,0.84,1002.8,7.5,20.7,59,East,Winter,Stormy
8.7,85,18.63,1005.8,1.9,2.8,68,East,Winter,Stormy
23.0,50,9.55,1008.7,2.3,19.2,19,South,Autumn,Stormy
19.5,42,27.59,999.4,2.4,12.0,61,South,Winter,Stormy
17.0,38,22.62,1007.6,9.4,12.7,12,East,Monsoon,Stormy
22.8,40,3.1,1007.8,7.1,16.0,57,South,Winter,Stormy
39.4,99,6.51,1004.0,6.9,34.2,36,South,Autumn,Stormy
30.1,30,15.52,1026.3,6.0,27.6,9,South,Summer,Stormy
20.4,99,7.42,1001.3,3.6,14.3,2,North,Autumn,Stormy
29.6,85,31.69,1011.6,6.6,22.2,33,North,Summer,Stormy
36.2,60,16.64,1004.2,4.7,26.5,33,South,Summer,Stormy
32.4,66,3.74,1010.9,2.3,28.6,29,East,Winter,Stormy
25.5,76,19.37,1003.8,7.2,24.9,36,North,Winter,Stormy
19.8,76,3.63,1013.8,2.2,9.9,67,East,Summer,Stormy
30.6,98,5.16,1016.2,2.7,24.4,33,West,Winter,Stormy
28.1,87,9.58,1027.0,8.4,18.6,31,West,Monsoon,Stormy
32.2,65,34.38,1007.1,6.9,31.2,84,South,Autumn,Stormy
30.1,61,36.98,1029.2,6.7,26.7,57,East,Winter,Stormy
33.4,93,33.05,1004.9,4.8,32.1,23,East,Summer,Stormy
20.7,71,13.36,1010.6,4.6,12.3,8,West,Summer,Stormy
35.5,77,10.9,1030.6,7.2,26.7,40,North,Autumn,Stormy
26.6,59,21.97,1042.0,7.7,21.6,23,East,Winter,Stormy
41.6,50,28.87,1029.9,5.6,39.7,24,East,Winter,Sunny
19.5,89,39.73,1010.8,9.7,18.2,35,North,Summer,Stormy
38.9,42,5.26,1018.1,9.6,33.0,7,South,Autumn,Sunny
26.6,30,1.97,1019.8,4.7,21.5,92,West,Summer,Cloudy
19.8,94,27.77,1016.5,8.4,12.9,88,East,Autumn,Rainy
21.1,62,33.29,1002.9,5.9,18.0,58,South,Winter,Stormy
22.4,67,33.85,1015.3,5.6,18.4,34,South,Winter,Stormy
28.4,54,27.14,1007.9,1.5,28.2,37,South,Autumn,Stormy
29.2,55,38.16,1003.3,6.2,23.1,91,North,Summer,Cloudy
20.4,88,20.44,1009.9,9.1,16.2,82,South,Summer,Rainy
24.8,62,36.55,1016.2,8.0,15.6,31,East,Summer,Stormy
42.1,70,38.71,1023.0,8.1,35.7,50,South,Autumn,Stormy
38.8,59,33.89,1010.5,2.4,34.8,27,South,Autumn,Sunny
28.5,86,12.39,1012.2,4.2,25.9,55,South,Summer,Stormy
25.3,78,7.85,1021.0,3.1,16.2,98,West,Summer,Stormy
26.0,77,21.92,1013.7,3.8,25.8,7,East,Autumn,Stormy
29.9,78,18.12,1016.8,6.2,26.6,40,West,Autumn,Stormy
16.8,76,35.11,1013.8,4.3,7.4,22,West,Summer,Stormy
22.9,85,4.0,1015.0,6.0,16.4,53,South,Summer,Stormy
11.7,94,10.31,1002.2,4.9,6.4,22,South,Winter,Stormy
28.2,41,30.07,1014.2,3.6,26.2,31,South,Monsoon,Stormy
30.2,98,3.8,1027.3,1.9,21.9,9,North,Autumn,Stormy
21.1,35,12.83,1014.7,9.0,19.1,80,East,Monsoon,Stormy
37.6,94,15.49,1004.7,1.1,35.1,34,North,Autumn,Stormy
15.2,54,24.9,1027.8,1.0,13.3,98,East,Winter,Cloudy
13.3,30,6.33,1020.2,8.4,11.7,62,South,Autumn,Stormy
26.8,61,34.42,1020.7,10.0,17.3,66,East,Autumn,Stormy
33.4,32,17.9,1020.4,7.5,27.4,35,East,Monsoon,Sunny
38.5,78,36.68,1001.7,1.1,32.1,92,West,Winter,Stormy
21.3,48,18.71,1019.5,3.0,11.8,48,East,Winter,Stormy
33.6,89,11.0,1026.8,9.7,31.3,45,East,Winter,Stormy
24.7,58,5.67,1008.2,8.3,24.6,26,West,Winter,Stormy
23.6,79,0.15,993.7,6.1,17.6,30,North,Autumn,Stormy
32.1,31,21.29,1016.7,3.1,27.0,33,East,Monsoon,Sunny
30.2,85,4.29,1013.3,1.1,25.4,75,North,Winter,Rainy
12.4,46,15.67,997.5,1.2,11.8,58,North,Summer,Stormy
36.8,89,23.57,1019.1,6.5,32.3,53,South,Winter,Stormy
36.0,65,11.03,1018.3,1.2,33.1,88,East,Monsoon,Stormy
20.0,90,7.01,998.3,9.9,17.3,65,West,Monsoon,Stormy
28.2,46,30.99,1031.9,2.7,26.0,29,West,Monsoon,Stormy
29.0,78,37.87,1020.5,7.4,25.7,72,South,Monsoon,Stormy
27.1,89,4.02,994.1,2.4,23.6,22,West,Summer,Stormy
20.6,49,6.22,1021.2,5.9,17.5,8,East,Winter,Stormy
19.6,79,38.4,1020.9,1.7,9.8,83,North,Autumn,Stormy
24.8,32,1.51,1027.2,7.9,15.5,54,North,Autumn,Stormy
34.4,72,39.11,1006.8,6.3,28.7,0,West,Summer,Stormy
29.3,86,0.19,1021.3,1.8,19.5,55,West,Winter,Stormy
22.0,79,34.95,1010.6,8.6,12.1,38,West,Winter,Stormy
31.2,97,12.29,1007.4,5.9,27.6,86,North,Autumn,Rainy
2.2,79,37.54,1004.3,9.3,-2.3,17,East,Summer,Stormy
34.2,66,12.68,994.0,9.2,24.6,41,East,Autumn,Stormy
11.1,75,26.17,1018.4,9.3,5.0,95,East,Summer,Stormy
22.1,71,3.2,1010.3,1.7,20.0,72,East,Monsoon,Stormy
16.0,44,9.69,985.7,2.1,9.1,74,East,Winter,Stormy
14.6,62,30.95,1013.8,9.9,12.5,64,South,Winter,Stormy
34.3,40,21.15,1024.6,5.4,30.9,74,West,Winter,Sunny
21.3,49,37.12,999.9,3.1,19.0,32,East,Winter,Stormy
27.8,53,17.15,1005.9,7.9,25.4,29,South,Winter,Stormy
24.6,93,34.79,1017.4,3.4,24.6,4,East,Winter,Stormy
28.8,94,17.96,987.4,7.5,20.0,49,West,Monsoon,Stormy
25.6,46,39.17,1007.7,8.5,22.6,64,East,Winter,Stormy
14.7,90,38.39,1016.5,8.1,13.8,9,East,Monsoon,Stormy
33.0,44,13.17,1007.4,3.5,32.1,59,East,Winter,Sunny
21.0,80,35.44,1000.0,4.6,15.4,76,West,Winter,Stormy
12.5,56,33.9,1000.5,4.7,2.6,26,North,Summer,Stormy
21.6,90,8.43,996.9,5.4,20.1,71,West,Winter,Rainy
37.0,87,24.97,1006.7,2.5,36.0,27,North,Autumn,Stormy
31.8,60,2.91,1023.6,5.1,27.4,44,South,Summer,Stormy
22.2,41,33.47,1036.6,5.6,16.6,51,South,Summer,Stormy
22.2,75,6.98,1013.4,5.8,19.3,65,East,Summer,Stormy
22.4,60,2.83,1020.7,8.4,19.4,61,East,Autumn,Stormy
41.6,61,16.01,1003.6,5.7,37.4,75,East,Monsoon,Stormy
28.1,61,23.08,992.1,3.1,25.0,90,West,Summer,Stormy
28.4,82,34.2,1031.5,7.0,19.2,76,East,Summer,Rainy
33.2,90,38.97,1007.0,8.2,32.8,59,North,Summer,Stormy
26.9,75,17.58,1020.2,3.9,24.6,85,South,Winter,Stormy
22.9,36,2.42,1014.6,6.8,14.8,39,South,Monsoon,Stormy
23.4,33,29.96,1022.9,2.3,15.1,14,South,Autumn,Stormy
24.4,81,22.61,1022.5,4.1,23.3,94,North,Autumn,Rainy
24.7,60,17.92,1015.8,9.2,15.0,6,East,Monsoon,Stormy
30.8,65,12.37,1016.9,9.2,23.9,38,North,Monsoon,Stormy
25.4,83,20.1,1025.1,6.2,22.7,50,North,Monsoon,Stormy
30.9,83,13.55,1008.9,7.3,26.3,98,West,Winter,Rainy
24.4,46,30.28,1028.6,8.7,21.4,6,West,Summer,Stormy
25.6,59,21.76,1005.9,9.6,24.1,11,South,Winter,Stormy
9.0,51,35.07,1013.8,5.4,6.1,13,North,Monsoon,Stormy
32.3,72,21.74,1019.3,6.1,26.5,33,South,Winter,Stormy
27.8,56,9.53,996.7,4.7,19.5,38,North,Autumn,Stormy
33.0,66,34.04,1026.8,1.6,29.4,72,South,Winter,Stormy
1.8,75,22.29,1017.8,4.8,-1.7,63,South,Monsoon,Stormy
41.7,64,8.27,1046.0,8.1,37.0,96,East,Summer,Stormy
23.9,33,24.94,1033.8,8.2,17.5,11,South,Winter,Stormy
33.9,55,14.31,1012.9,9.0,26.4,33,West,Monsoon,Sunny
16.7,48,33.78,1030.9,1.5,13.4,26,North,Winter,Stormy
29.9,74,18.13,1021.5,5.7,24.0,21,South,Autumn,Stormy
16.6,55,29.06,1015.3,2.0,12.7,17,North,Winter,Stormy
20.0,51,3.82,996.4,2.8,12.8,45,South,Winter,Stormy
40.3,87,15.84,998.8,9.1,38.7,43,West,Summer,Stormy
23.5,92,39.33,1013.0,5.5,20.9,17,East,Winter,Stormy
26.7,57,32.34,1008.0,7.8,22.4,36,East,Winter,Stormy
32.0,94,6.4,1015.3,1.6,23.1,6,North,Autumn,Stormy
29.0,73,11.11,1026.7,4.8,23.3,67,South,Autumn,Stormy
26.2,72,13.19,1021.6,7.1,16.5,79,West,Autumn,Stormy
27.9,66,26.01,1006.0,2.2,26.9,85,North,Summer,Stormy
44.2,95,30.28,1022.2,3.9,39.6,59,East,Autumn,Stormy
24.5,46,29.98,1003.9,1.6,20.3,47,North,Autumn,Stormy
26.6,69,20.39,1001.6,6.9,20.6,50,North,Winter,Stormy
33.4,67,32.43,1016.8,9.7,25.3,99,South,Winter,Stormy
33.8,90,17.48,1004.9,8.4,25.4,83,West,Summer,Rainy
34.5,38,4.96,1006.6,9.8,27.8,94,East,Autumn,Cloudy
30.1,90,22.58,1022.9,8.6,23.7,51,East,Monsoon,Stormy
15.9,45,38.09,1019.6,8.7,6.4,96,West,Winter,Cloudy
38.1,31,31.72,1009.3,6.2,34.3,76,South,Monsoon,Sunny
15.8,72,23.15,996.7,5.7,7.5,51,West,Monsoon,Stormy
27.4,71,25.87,1005.6,4.7,18.2,83,West,Autumn,Stormy
19.0,86,37.22,1032.4,8.4,14.1,53,South,Monsoon,Stormy
24.5,96,17.13,1022.7,2.6,17.2,40,South,Summer,Stormy
27.6,59,13.26,1027.2,1.5,23.8,41,East,Summer,Stormy
27.6,42,39.09,1015.6,9.5,26.0,21,East,Winter,Stormy
28.4,48,34.54,1009.5,1.0,22.5,38,South,Monsoon,Stormy
37.9,36,12.92,1022.1,9.8,35.9,22,North,Summer,Sunny
28.6,38,18.55,1025.8,7.6,24.0,47,East,Summer,Stormy
23.0,83,16.6,1008.2,4.0,14.3,32,South,Monsoon,Stormy
32.7,90,5.96,1005.9,7.3,31.8,40,South,Summer,Stormy
34.5,31,38.31,997.8,8.4,34.2,29,North,Monsoon,Sunny
15.2,79,16.17,1005.6,3.2,9.1,77,West,Summer,Stormy
29.8,60,35.01,1019.7,7.9,26.5,46,South,Monsoon,Stormy
30.6,62,7.57,1007.0,8.2,26.4,99,North,Summer,Stormy
22.6,40,21.91,1022.3,3.2,18.5,56,North,Summer,Stormy
36.0,62,0.96,1032.7,1.4,35.1,71,East,Summer,Stormy
23.8,36,30.57,1013.2,2.8,23.8,56,South,Autumn,Stormy
26.0,60,23.24,1012.8,2.8,17.0,61,East,Autumn,Stormy
23.6,77,25.02,1018.5,1.6,21.4,85,West,Summer,Stormy
25.1,76,2.07,1007.3,7.5,20.8,56,West,Autumn,Stormy
16.2,82,8.44,1006.5,4.4,6.5,67,East,Monsoon,Stormy
13.5,48,2.97,1006.8,9.0,5.2,98,East,Autumn,Cloudy
37.8,35,11.56,1001.5,3.3,36.7,71,South,Winter,Sunny
18.2,78,25.1,1022.0,5.1,13.1,97,South,Winter,Stormy
17.1,79,22.65,1008.0,6.8,9.8,85,South,Summer,Stormy
7.8,41,24.49,1024.1,8.9,0.8,24,West,Autumn,Stormy
19.9,52,21.97,1018.3,5.7,12.3,88,East,Winter,Cloudy
14.4,83,10.92,1012.8,4.4,9.8,39,North,Summer,Stormy
38.1,98,9.78,1021.1,8.8,36.3,16,East,Winter,Stormy
33.1,88,5.48,1003.6,3.8,28.5,79,North,Summer,Rainy
19.5,65,33.96,1005.2,1.7,13.0,47,South,Winter,Stormy
43.0,32,24.66,1020.1,5.0,36.9,38,South,Winter,Sunny
32.9,87,7.46,991.0,8.1,32.2,14,East,Autumn,Stormy
22.4,84,7.09,1013.1,1.3,21.8,16,North,Summer,Stormy
5.0,86,34.92,1018.9,6.3,-4.7,34,West,Winter,Stormy
43.3,46,29.71,1026.1,6.4,41.8,32,South,Summer,Sunny
13.9,68,26.38,1028.2,9.4,11.0,17,South,Autumn,Stormy
11.8,97,16.27,1011.7,3.6,4.1,29,East,Winter,Stormy
33.2,84,10.48,1020.7,3.5,29.1,86,East,Monsoon,Rainy
44.5,74,39.18,1005.0,5.0,42.7,36,West,Monsoon,Stormy
36.1,30,31.89,1008.6,4.2,31.4,6,East,Monsoon,Sunny
29.5,50,12.07,1026.7,7.6,23.8,73,West,Summer,Stormy
29.8,50,33.9,1012.6,6.8,25.3,79,North,Autumn,Stormy
31.8,81,30.36,1014.6,7.8,22.6,27,West,Summer,Stormy
31.1,72,11.88,1002.7,8.4,28.3,86,North,Summer,Stormy
27.2,81,17.06,1017.2,9.3,20.6,97,South,Monsoon,Rainy
25.8,96,7.44,1020.5,4.9,24.7,17,East,Autumn,Stormy
24.5,73,4.44,1020.2,9.9,20.6,46,South,Winter,Stormy
19.0,61,28.91,1000.9,2.9,11.6,22,West,Summer,Stormy
22.8,39,10.7,1023.0,7.4,20.6,19,West,Monsoon,Stormy
11.5,93,32.8,1003.0,5.8,5.6,30,West,Summer,Stormy
24.2,98,39.82,1012.7,8.4,22.7,13,North,Summer,Stormy
17.1,97,3.06,996.8,5.3,16.1,22,South,Autumn,Stormy
16.2,57,18.92,1011.2,8.1,11.0,1,South,Winter,Stormy
26.4,82,32.08,1003.0,9.4,19.6,28,West,Summer,Stormy
36.1,80,31.56,1008.5,7.6,35.0,49,East,Summer,Stormy
32.3,82,30.4,1013.6,8.0,23.1,72,South,Winter,Rainy
12.4,33,13.96,1021.3,1.6,10.1,58,East,Autumn,Stormy
17.1,46,18.15,1020.9,2.8,15.9,32,South,Summer,Stormy
32.5,96,23.8,989.6,9.8,30.5,47,West,Autumn,Stormy
17.1,76,38.96,1019.8,7.2,15.4,43,West,Autumn,Stormy
23.2,85,13.1,1015.1,6.1,22.3,11,South,Summer,Stormy
29.4,52,36.93,1007.4,4.3,21.4,82,North,Winter,Cloudy
17.3,47,10.77,1004.2,1.4,12.3,41,North,Summer,Stormy
25.8,30,39.56,1012.4,4.3,21.9,83,South,Summer,Cloudy
14.3,64,26.81,1015.3,5.5,4.8,94,West,Monsoon,Stormy
20.2,93,18.54,1016.8,2.9,16.5,34,South,Winter,Stormy
27.6,87,24.54,1011.0,2.6,25.9,40,East,Monsoon,Stormy
12.3,88,10.9,987.8,5.6,9.6,84,West,Winter,Rainy
28.5,30,10.97,1008.0,6.3,26.1,54,North,Summer,Stormy
24.8,32,4.54,1001.2,3.2,19.8,12,North,Autumn,Stormy
29.4,96,4.56,1033.6,6.3,26.5,38,South,Monsoon,Stormy
26.8,66,13.91,1013.6,9.1,21.6,90,East,Monsoon,Stormy
35.9,58,30.51,1020.4,5.3,29.2,88,West,Monsoon,Cloudy
26.0,62,24.32,1019.4,8.7,18.2,65,North,Monsoon,Stormy
21.6,90,4.1,1016.1,9.3,14.5,34,South,Winter,Stormy
26.0,33,34.09,1008.8,1.8,23.9,71,South,Autumn,Stormy
29.3,43,24.05,1007.6,1.9,28.1,32,West,Autumn,Stormy
25.4,62,38.43,992.8,5.3,20.0,88,South,Summer,Stormy
25.3,51,26.81,1014.4,6.3,23.3,84,South,Summer,Cloudy
19.4,77,7.01,1016.0,4.8,18.6,35,South,Monsoon,Stormy
19.7,32,18.95,1012.5,3.9,14.4,12,North,Summer,Stormy
13.8,52,25.94,1014.4,6.8,10.5,55,North,Summer,Stormy
39.0,97,1.13,1000.9,1.0,31.4,45,East,Winter,Stormy
15.0,50,0.6,1010.1,9.7,11.9,72,West,Summer,Stormy
19.5,72,5.18,1006.5,3.1,9.7,98,West,Summer,Stormy
19.3,55,10.07,1019.7,9.3,11.7,45,West,Summer,Stormy
32.2,70,17.18,1013.4,2.0,31.6,99,West,Autumn,Stormy
22.6,67,19.5,1006.6,3.1,17.5,43,South,Autumn,Stormy
35.0,40,5.52,1011.4,3.1,29.4,45,West,Summer,Sunny
19.6,58,26.94,1002.6,10.0,12.6,73,East,Monsoon,Stormy
27.2,89,23.85,1009.7,1.0,22.2,68,West,Autumn,Stormy
18.3,96,11.78,1018.8,6.8,13.5,30,West,Winter,Stormy
42.2,94,0.55,999.7,8.8,38.5,23,South,Winter,Stormy
15.5,90,3.11,1012.4,7.1,12.8,31,South,Winter,Stormy
27.5,48,15.67,1005.5,4.3,18.0,66,South,Summer,Stormy
30.1,75,6.16,999.7,9.6,26.9,15,East,Monsoon,Stormy
28.3,78,15.07,1031.7,9.0,27.7,56,South,Winter,Stormy
23.5,51,25.13,1025.5,4.9,21.8,83,West,Monsoon,Cloudy
24.0,86,21.89,1007.0,6.2,15.4,23,East,Winter,Stormy
25.4,43,9.25,1010.1,9.7,19.5,33,North,Monsoon,Stormy
23.8,73,13.75,992.8,9.8,16.0,51,South,Summer,Stormy
32.7,45,24.56,997.1,5.0,24.6,47,East,Summer,Sunny
42.7,41,34.43,1001.7,8.6,34.5,86,North,Winter,Cloudy
20.5,84,30.13,1012.7,3.7,15.0,52,South,Winter,Stormy
14.0,80,22.14,1011.9,4.3,12.2,54,North,Autumn,Stormy
24.3,68,14.49,1016.3,2.5,22.8,37,South,Winter,Stormy
45.6,62,14.6,1019.8,2.9,39.9,1,East,Autumn,Stormy
18.6,62,35.18,1015.8,6.9,14.9,68,South,Autumn,Stormy
38.1,58,1.57,1002.2,5.6,32.5,81,South,Summer,Cloudy
38.4,98,39.52,1016.2,3.1,33.4,52,East,Summer,Stormy
20.6,99,26.58,1019.4,4.6,14.6,49,East,Autumn,Stormy
29.6,60,27.25,1008.7,4.4,29.3,28,West,Winter,Stormy
38.0,60,1.52,994.5,9.9,37.7,73,West,Autumn,Stormy
22.0,75,24.22,1024.8,8.7,14.8,54,East,Winter,Stormy
23.4,81,19.39,1013.9,4.5,21.5,60,South,Summer,Stormy
20.3,39,4.23,985.3,9.2,13.8,49,North,Winter,Stormy
16.9,70,11.12,1033.7,4.1,11.4,15,East,Autumn,Stormy
19.8,32,35.61,1008.2,7.0,10.0,86,North,Winter,Cloudy
15.2,88,22.0,1037.4,9.7,6.8,93,West,Autumn,Rainy
25.3,81,16.54,1016.8,4.5,21.2,69,West,Winter,Stormy
18.8,63,2.91,1011.0,7.1,12.6,43,East,Autumn,Stormy
26.9,78,28.56,1014.8,3.7,25.7,99,East,Summer,Stormy
12.6,57,28.11,1005.9,3.4,8.7,83,South,Autumn,Cloudy
27.6,42,24.56,1013.6,6.2,20.3,15,West,Summer,Stormy
31.7,98,20.41,1033.1,9.8,25.5,27,West,Autumn,Stormy
9.1,96,17.35,1004.0,5.1,4.3,56,East,Autumn,Stormy
28.0,90,23.73,1018.3,9.4,26.2,25,North,Monsoon,Stormy
34.8,89,9.34,1005.8,9.2,26.8,85,South,Monsoon,Rainy
15.3,53,37.65,1011.3,3.3,12.6,10,East,Monsoon,Stormy
38.4,92,23.55,1032.8,4.6,30.2,0,North,Monsoon,Stormy
28.4,90,12.45,1018.3,6.8,22.3,68,South,Winter,Stormy
19.4,52,17.99,1020.5,5.7,15.7,42,North,Summer,Stormy
24.6,59,32.23,1013.7,1.9,24.2,45,South,Summer,Stormy
29.5,89,6.46,1040.0,9.9,27.2,35,South,Monsoon,Stormy
25.6,47,11.71,1003.5,7.8,16.7,65,South,Winter,Stormy
29.3,85,27.18,997.2,4.9,21.1,56,West,Autumn,Stormy
17.6,82,12.62,1029.9,6.6,11.9,5,East,Autumn,Stormy
26.4,36,31.7,1009.2,1.8,21.7,61,West,Summer,Stormy
13.7,98,5.22,1017.1,5.5,7.2,26,West,Summer,Stormy
24.1,81,30.51,1030.2,9.4,19.4,25,South,Winter,Stormy
17.8,33,2.73,1017.2,9.1,11.4,98,East,Autumn,Cloudy
19.1,63,0.5,1035.3,4.0,16.0,12,East,Winter,Stormy
34.9,98,35.93,1014.4,5.8,26.5,75,East,Autumn,Rainy
33.7,62,23.25,1005.9,7.3,26.7,17,East,Monsoon,Stormy
29.9,98,14.07,989.5,4.1,26.6,37,South,Monsoon,Stormy
16.3,67,9.3,1016.0,1.6,8.0,5,East,Winter,Stormy
22.5,55,24.68,990.6,5.5,17.6,91,North,Summer,Cloudy
34.7,30,20.36,1016.2,6.4,33.0,27,North,Winter,Sunny
26.1,33,39.66,1027.6,1.1,25.3,88,West,Winter,Cloudy
43.6,68,39.33,1012.8,1.9,36.6,4,South,Autumn,Stormy
28.1,83,25.4,1014.9,2.9,19.4,58,West,Autumn,Stormy
26.5,62,17.71,1022.2,4.1,18.4,78,West,Autumn,Stormy
22.5,62,19.65,1019.7,5.9,15.9,72,East,Autumn,Stormy
26.1,49,27.3,1024.6,3.6,24.7,44,North,Summer,Stormy
23.8,45,4.06,1012.8,3.5,22.9,52,North,Summer,Stormy
30.7,50,13.13,990.5,8.8,27.2,1,East,Monsoon,Stormy
32.7,74,3.01,1024.8,2.3,24.2,48,East,Winter,Stormy
18.7,91,2.93,1010.6,5.5,9.1,72,South,Monsoon,Rainy
14.4,60,7.83,1004.2,9.6,12.0,89,North,Autumn,Stormy
10.3,71,19.41,1016.4,6.6,2.7,86,West,Winter,Stormy
